User,dx,dy,Diversionx,Diversiony,type,distState,distArea,Month,Year,endOfMonUse,eoyForecast,approvedAnnualVol,forecastedExcess
Yuma County WUA,1424007.529,26020928.64,1017148.235,26151687.08,User,AZ,58031.52413,7,2013,131874,791244,727944.48,63299.52
Bullhead City,1424007.529,25890170.21,1017148.235,26151687.08,User,AZ,38491.85609,7,2013,28412,170472,182405.04,-11933.04
Lake Havasu City,1424007.529,25759411.77,1017148.235,26151687.08,User,AZ,29714.58741,7,2013,80461,482766,521387.28,-38621.28
City of Yuma,1424007.529,25628653.34,1017148.235,26151687.08,User,AZ,78673.66559,7,2013,145192,871152,836305.92,34846.08
Mohave IDD,1076498.022,26628191.41,936085.2364,26495712.85,User,AZ,32879.55456,7,2013,146576,879456,844277.76,35178.24
Cibola Valley IDD,1076498.022,26495712.85,936085.2364,26495712.85,User,AZ,7146.580302,7,2013,50478,302868,311954.04,-9086.04
Fort Mojave Indian Tribe,1076498.022,26363234.29,936085.2364,26495712.85,User,"CA, AZ, NV",20975.1735,7,2013,166113,996678,1076412.24,-79734.24
Metropolitan Water District of Southern California,699103.7691,27289269.43,998719.6702,26754185.72,User,CA,3369831.864,7,2013,91609,549654,604619.4,-54965.4
Imperial Irrigation District,699103.7691,27155498.51,998719.6702,26754185.72,User,CA,965850.9077,7,2013,42684,256104,258665.04,-2561.04
Coachella Valley Water District,699103.7691,27021727.58,998719.6702,26754185.72,User,CA,643409.9208,7,2013,28569,171414,164557.44,6856.56
Palo Verde ID,699103.7691,26887956.65,998719.6702,26754185.72,User,CA,22715.52568,7,2013,188182,1129092,1140382.92,-11290.92
Bard Water District,699103.7691,26754185.72,998719.6702,26754185.72,User,CA,17345.36361,7,2013,124051,744306,707090.7,37215.3
Colorado River Indian Tribes,699103.7691,26620414.79,998719.6702,26754185.72,User,"CA, AZ",275297.8585,7,2013,104659,627954,640513.08,-12559.08
Chemehuevi Indian Tribe,699103.7691,26486643.86,998719.6702,26754185.72,User,CA,31345.4648,7,2013,59132,354792,319312.8,35479.2
Cocopah Indian Tribe,699103.7691,26352872.93,998719.6702,26754185.72,User,AZ,5051.562495,7,2013,84590,507540,502464.6,5075.4
Quechan Indian Tribe,699103.7691,26219102.01,998719.6702,26754185.72,User,CA,45046.9459,7,2013,80164,480984,471364.32,9619.68
Southern Nevada Water Authority,2001077.088,27049702.93,1905787.703,27117496.67,User,NV,4828668.247,8,2013,52519,262595,259969.05,2625.95
Central Arizona Water Conservation District,2001077.088,27185290.41,1905787.703,27117496.67,User,AZ,15189840.29,8,2013,129366,646830,614488.5,32341.5
Wellton Mohawk IDD,1424007.529,26674720.82,1017148.235,26151687.08,User,AZ,126708.0774,8,2013,88740,443700,430389,13311
North Gila Valley IDD,1424007.529,26543962.39,1017148.235,26151687.08,User,AZ,7759.295221,8,2013,15315,76575,71980.5,4594.5
Yuma IDD,1424007.529,26413203.95,1017148.235,26151687.08,User,AZ,14273.50803,8,2013,151538,757690,780420.7,-22730.7
Yuma Mesa IDD,1424007.529,26282445.52,1017148.235,26151687.08,User,AZ,55357.02547,8,2013,106774,533870,555224.8,-21354.8
Unit B IDD,1424007.529,26151687.08,1017148.235,26151687.08,User,AZ,3389.838218,8,2013,96126,480630,475823.7,4806.3
Yuma County WUA,1424007.529,26020928.64,1017148.235,26151687.08,User,AZ,58031.52413,8,2013,57196,285980,311718.2,-25738.2
Bullhead City,1424007.529,25890170.21,1017148.235,26151687.08,User,AZ,38491.85609,8,2013,91765,458825,481766.25,-22941.25
Lake Havasu City,1424007.529,25759411.77,1017148.235,26151687.08,User,AZ,29714.58741,8,2013,193282,966410,966410,0
City of Yuma,1424007.529,25628653.34,1017148.235,26151687.08,User,AZ,78673.66559,8,2013,14266,71330,69190.1,2139.9
Mohave IDD,1076498.022,26628191.41,936085.2364,26495712.85,User,AZ,32879.55456,8,2013,145005,725025,703274.25,21750.75
Cibola Valley IDD,1076498.022,26495712.85,936085.2364,26495712.85,User,AZ,7146.580302,8,2013,180870,904350,922437,-18087
Fort Mojave Indian Tribe,1076498.022,26363234.29,936085.2364,26495712.85,User,"CA, AZ, NV",20975.1735,8,2013,16974,84870,92508.3,-7638.3
Metropolitan Water District of Southern California,699103.7691,27289269.43,998719.6702,26754185.72,User,CA,3369831.864,8,2013,33361,166805,158464.75,8340.25
Imperial Irrigation District,699103.7691,27155498.51,998719.6702,26754185.72,User,CA,965850.9077,8,2013,105433,527165,511350.05,15814.95
Coachella Valley Water District,699103.7691,27021727.58,998719.6702,26754185.72,User,CA,643409.9208,8,2013,194150,970750,1019287.5,-48537.5
Palo Verde ID,699103.7691,26887956.65,998719.6702,26754185.72,User,CA,22715.52568,8,2013,16442,82210,81387.9,822.1
Bard Water District,699103.7691,26754185.72,998719.6702,26754185.72,User,CA,17345.36361,8,2013,91713,458565,499835.85,-41270.85
Colorado River Indian Tribes,699103.7691,26620414.79,998719.6702,26754185.72,User,"CA, AZ",275297.8585,8,2013,88978,444890,431543.3,13346.7
Chemehuevi Indian Tribe,699103.7691,26486643.86,998719.6702,26754185.72,User,CA,31345.4648,8,2013,27671,138355,142505.65,-4150.65
Cocopah Indian Tribe,699103.7691,26352872.93,998719.6702,26754185.72,User,AZ,5051.562495,8,2013,64324,321620,289458,32162
Quechan Indian Tribe,699103.7691,26219102.01,998719.6702,26754185.72,User,CA,45046.9459,8,2013,95940,479700,503685,-23985
Southern Nevada Water Authority,2001077.088,27049702.93,1905787.703,27117496.67,User,NV,4828668.247,9,2013,120009,480036,441633.12,38402.88
Central Arizona Water Conservation District,2001077.088,27185290.41,1905787.703,27117496.67,User,AZ,15189840.29,9,2013,192639,770556,793672.68,-23116.68
Wellton Mohawk IDD,1424007.529,26674720.82,1017148.235,26151687.08,User,AZ,126708.0774,9,2013,142822,571288,594139.52,-22851.52
North Gila Valley IDD,1424007.529,26543962.39,1017148.235,26151687.08,User,AZ,7759.295221,9,2013,173039,692156,678312.88,13843.12
Yuma IDD,1424007.529,26413203.95,1017148.235,26151687.08,User,AZ,14273.50803,9,2013,114385,457540,462115.4,-4575.4
Yuma Mesa IDD,1424007.529,26282445.52,1017148.235,26151687.08,User,AZ,55357.02547,9,2013,150901,603604,585495.88,18108.12
Unit B IDD,1424007.529,26151687.08,1017148.235,26151687.08,User,AZ,3389.838218,9,2013,135760,543040,494166.4,48873.6
Yuma County WUA,1424007.529,26020928.64,1017148.235,26151687.08,User,AZ,58031.52413,9,2013,27878,111512,108166.64,3345.36
Bullhead City,1424007.529,25890170.21,1017148.235,26151687.08,User,AZ,38491.85609,9,2013,128438,513752,529164.56,-15412.56
Lake Havasu City,1424007.529,25759411.77,1017148.235,26151687.08,User,AZ,29714.58741,9,2013,13670,54680,50852.4,3827.6
City of Yuma,1424007.529,25628653.34,1017148.235,26151687.08,User,AZ,78673.66559,9,2013,85073,340292,306262.8,34029.2
Mohave IDD,1076498.022,26628191.41,936085.2364,26495712.85,User,AZ,32879.55456,9,2013,118514,474056,516721.04,-42665.04
Cibola Valley IDD,1076498.022,26495712.85,936085.2364,26495712.85,User,AZ,7146.580302,9,2013,58577,234308,215563.36,18744.64
Fort Mojave Indian Tribe,1076498.022,26363234.29,936085.2364,26495712.85,User,"CA, AZ, NV",20975.1735,9,2013,68927,275708,283979.24,-8271.24
Metropolitan Water District of Southern California,699103.7691,27289269.43,998719.6702,26754185.72,User,CA,3369831.864,9,2013,171956,687824,625919.84,61904.16
Imperial Irrigation District,699103.7691,27155498.51,998719.6702,26754185.72,User,CA,965850.9077,9,2013,87034,348136,375986.88,-27850.88
Coachella Valley Water District,699103.7691,27021727.58,998719.6702,26754185.72,User,CA,643409.9208,9,2013,105029,420116,378104.4,42011.6
Palo Verde ID,699103.7691,26887956.65,998719.6702,26754185.72,User,CA,22715.52568,9,2013,49964,199856,187864.64,11991.36
Bard Water District,699103.7691,26754185.72,998719.6702,26754185.72,User,CA,17345.36361,9,2013,102448,409792,417987.84,-8195.84
Colorado River Indian Tribes,699103.7691,26620414.79,998719.6702,26754185.72,User,"CA, AZ",275297.8585,9,2013,184387,737548,796551.84,-59003.84
Chemehuevi Indian Tribe,699103.7691,26486643.86,998719.6702,26754185.72,User,CA,31345.4648,9,2013,22783,91132,92043.32,-911.32
Cocopah Indian Tribe,699103.7691,26352872.93,998719.6702,26754185.72,User,AZ,5051.562495,9,2013,32647,130588,137117.4,-6529.4
Quechan Indian Tribe,699103.7691,26219102.01,998719.6702,26754185.72,User,CA,45046.9459,9,2013,186685,746740,776609.6,-29869.6
Southern Nevada Water Authority,2001077.088,27049702.93,1905787.703,27117496.67,User,NV,4828668.247,10,2013,130592,391776,383940.48,7835.52
Central Arizona Water Conservation District,2001077.088,27185290.41,1905787.703,27117496.67,User,AZ,15189840.29,10,2013,65761,197283,217011.3,-19728.3
Wellton Mohawk IDD,1424007.529,26674720.82,1017148.235,26151687.08,User,AZ,126708.0774,10,2013,103982,311946,315065.46,-3119.46
North Gila Valley IDD,1424007.529,26543962.39,1017148.235,26151687.08,User,AZ,7759.295221,10,2013,86790,260370,281199.6,-20829.6
Yuma IDD,1424007.529,26413203.95,1017148.235,26151687.08,User,AZ,14273.50803,10,2013,188210,564630,547691.1,16938.9
Yuma Mesa IDD,1424007.529,26282445.52,1017148.235,26151687.08,User,AZ,55357.02547,10,2013,145283,435849,453282.96,-17433.96
Unit B IDD,1424007.529,26151687.08,1017148.235,26151687.08,User,AZ,3389.838218,10,2013,81927,245781,240865.38,4915.62
Yuma County WUA,1424007.529,26020928.64,1017148.235,26151687.08,User,AZ,58031.52413,10,2013,150948,452844,452844,0
Bullhead City,1424007.529,25890170.21,1017148.235,26151687.08,User,AZ,38491.85609,10,2013,20331,60993,59163.21,1829.79
Lake Havasu City,1424007.529,25759411.77,1017148.235,26151687.08,User,AZ,29714.58741,10,2013,170622,511866,460679.4,51186.6
City of Yuma,1424007.529,25628653.34,1017148.235,26151687.08,User,AZ,78673.66559,10,2013,157062,471186,499457.16,-28271.16
Mohave IDD,1076498.022,26628191.41,936085.2364,26495712.85,User,AZ,32879.55456,10,2013,122180,366540,388532.4,-21992.4
Cibola Valley IDD,1076498.022,26495712.85,936085.2364,26495712.85,User,AZ,7146.580302,10,2013,49892,149676,151172.76,-1496.76
Fort Mojave Indian Tribe,1076498.022,26363234.29,936085.2364,26495712.85,User,"CA, AZ, NV",20975.1735,10,2013,168352,505056,520207.68,-15151.68
Metropolitan Water District of Southern California,699103.7691,27289269.43,998719.6702,26754185.72,User,CA,3369831.864,10,2013,180714,542142,596356.2,-54214.2
Imperial Irrigation District,699103.7691,27155498.51,998719.6702,26754185.72,User,CA,965850.9077,10,2013,47721,143163,133141.59,10021.41
Coachella Valley Water District,699103.7691,27021727.58,998719.6702,26754185.72,User,CA,643409.9208,10,2013,73680,221040,212198.4,8841.6
Palo Verde ID,699103.7691,26887956.65,998719.6702,26754185.72,User,CA,22715.52568,10,2013,88675,266025,244743,21282
Bard Water District,699103.7691,26754185.72,998719.6702,26754185.72,User,CA,17345.36361,10,2013,49053,147159,150102.18,-2943.18
Colorado River Indian Tribes,699103.7691,26620414.79,998719.6702,26754185.72,User,"CA, AZ",275297.8585,10,2013,152698,458094,448932.12,9161.88
Chemehuevi Indian Tribe,699103.7691,26486643.86,998719.6702,26754185.72,User,CA,31345.4648,10,2013,94687,284061,261336.12,22724.88
Cocopah Indian Tribe,699103.7691,26352872.93,998719.6702,26754185.72,User,AZ,5051.562495,10,2013,64832,194496,194496,0
Quechan Indian Tribe,699103.7691,26219102.01,998719.6702,26754185.72,User,CA,45046.9459,10,2013,87051,261153,250706.88,10446.12
Southern Nevada Water Authority,2001077.088,27049702.93,1905787.703,27117496.67,User,NV,4828668.247,11,2013,118452,236904,244011.12,-7107.12
Central Arizona Water Conservation District,2001077.088,27185290.41,1905787.703,27117496.67,User,AZ,15189840.29,11,2013,31499,62998,69297.8,-6299.8
Wellton Mohawk IDD,1424007.529,26674720.82,1017148.235,26151687.08,User,AZ,126708.0774,11,2013,195847,391694,391694,0
North Gila Valley IDD,1424007.529,26543962.39,1017148.235,26151687.08,User,AZ,7759.295221,11,2013,85388,170776,175899.28,-5123.28
Yuma IDD,1424007.529,26413203.95,1017148.235,26151687.08,User,AZ,14273.50803,11,2013,121955,243910,260983.7,-17073.7
Yuma Mesa IDD,1424007.529,26282445.52,1017148.235,26151687.08,User,AZ,55357.02547,11,2013,36182,72364,78153.12,-5789.12
Unit B IDD,1424007.529,26151687.08,1017148.235,26151687.08,User,AZ,3389.838218,11,2013,190793,381586,347243.26,34342.74
Yuma County WUA,1424007.529,26020928.64,1017148.235,26151687.08,User,AZ,58031.52413,11,2013,141212,282424,268302.8,14121.2
Bullhead City,1424007.529,25890170.21,1017148.235,26151687.08,User,AZ,38491.85609,11,2013,186356,372712,398801.84,-26089.84
Lake Havasu City,1424007.529,25759411.77,1017148.235,26151687.08,User,AZ,29714.58741,11,2013,79685,159370,160963.7,-1593.7
City of Yuma,1424007.529,25628653.34,1017148.235,26151687.08,User,AZ,78673.66559,11,2013,117349,234698,232351.02,2346.98
Mohave IDD,1076498.022,26628191.41,936085.2364,26495712.85,User,AZ,32879.55456,11,2013,164924,329848,323251.04,6596.96
Cibola Valley IDD,1076498.022,26495712.85,936085.2364,26495712.85,User,AZ,7146.580302,11,2013,170181,340362,370994.58,-30632.58
Fort Mojave Indian Tribe,1076498.022,26363234.29,936085.2364,26495712.85,User,"CA, AZ, NV",20975.1735,11,2013,181465,362930,362930,0
Metropolitan Water District of Southern California,699103.7691,27289269.43,998719.6702,26754185.72,User,CA,3369831.864,11,2013,102585,205170,192859.8,12310.2
Imperial Irrigation District,699103.7691,27155498.51,998719.6702,26754185.72,User,CA,965850.9077,11,2013,159616,319232,341578.24,-22346.24
Coachella Valley Water District,699103.7691,27021727.58,998719.6702,26754185.72,User,CA,643409.9208,11,2013,125588,251176,271270.08,-20094.08
Palo Verde ID,699103.7691,26887956.65,998719.6702,26754185.72,User,CA,22715.52568,11,2013,78766,157532,141778.8,15753.2
Bard Water District,699103.7691,26754185.72,998719.6702,26754185.72,User,CA,17345.36361,11,2013,158495,316990,291630.8,25359.2
Colorado River Indian Tribes,699103.7691,26620414.79,998719.6702,26754185.72,User,"CA, AZ",275297.8585,11,2013,126737,253474,271217.18,-17743.18
Chemehuevi Indian Tribe,699103.7691,26486643.86,998719.6702,26754185.72,User,CA,31345.4648,11,2013,165835,331670,308453.1,23216.9
Cocopah Indian Tribe,699103.7691,26352872.93,998719.6702,26754185.72,User,AZ,5051.562495,11,2013,112418,224836,206849.12,17986.88
Quechan Indian Tribe,699103.7691,26219102.01,998719.6702,26754185.72,User,CA,45046.9459,11,2013,134329,268658,255225.1,13432.9
Southern Nevada Water Authority,2001077.088,27049702.93,1905787.703,27117496.67,User,NV,4828668.247,12,2013,170306,170306,170306,0
Central Arizona Water Conservation District,2001077.088,27185290.41,1905787.703,27117496.67,User,AZ,15189840.29,12,2013,174712,174712,158987.92,15724.08
Wellton Mohawk IDD,1424007.529,26674720.82,1017148.235,26151687.08,User,AZ,126708.0774,12,2013,177444,177444,161474.04,15969.96
North Gila Valley IDD,1424007.529,26543962.39,1017148.235,26151687.08,User,AZ,7759.295221,12,2013,64151,64151,68641.57,-4490.57
Yuma IDD,1424007.529,26413203.95,1017148.235,26151687.08,User,AZ,14273.50803,12,2013,112287,112287,113409.87,-1122.87
Yuma Mesa IDD,1424007.529,26282445.52,1017148.235,26151687.08,User,AZ,55357.02547,12,2013,159443,159443,167415.15,-7972.15
Unit B IDD,1424007.529,26151687.08,1017148.235,26151687.08,User,AZ,3389.838218,12,2013,197427,197427,189529.92,7897.08
Yuma County WUA,1424007.529,26020928.64,1017148.235,26151687.08,User,AZ,58031.52413,12,2013,102936,102936,99847.92,3088.08
Bullhead City,1424007.529,25890170.21,1017148.235,26151687.08,User,AZ,38491.85609,12,2013,27953,27953,29071.12,-1118.12
Lake Havasu City,1424007.529,25759411.77,1017148.235,26151687.08,User,AZ,29714.58741,12,2013,191845,191845,176497.4,15347.6
City of Yuma,1424007.529,25628653.34,1017148.235,26151687.08,User,AZ,78673.66559,12,2013,18713,18713,17964.48,748.52
Mohave IDD,1076498.022,26628191.41,936085.2364,26495712.85,User,AZ,32879.55456,12,2013,39524,39524,35571.6,3952.4
Cibola Valley IDD,1076498.022,26495712.85,936085.2364,26495712.85,User,AZ,7146.580302,12,2013,40108,40108,36498.28,3609.72
Fort Mojave Indian Tribe,1076498.022,26363234.29,936085.2364,26495712.85,User,"CA, AZ, NV",20975.1735,12,2013,136130,136130,122517,13613
Metropolitan Water District of Southern California,699103.7691,27289269.43,998719.6702,26754185.72,User,CA,3369831.864,12,2013,161661,161661,174593.88,-12932.88
Imperial Irrigation District,699103.7691,27155498.51,998719.6702,26754185.72,User,CA,965850.9077,12,2013,17030,17030,15327,1703
Coachella Valley Water District,699103.7691,27021727.58,998719.6702,26754185.72,User,CA,643409.9208,12,2013,199479,199479,185515.47,13963.53
Palo Verde ID,699103.7691,26887956.65,998719.6702,26754185.72,User,CA,22715.52568,12,2013,157018,157018,146026.74,10991.26
Bard Water District,699103.7691,26754185.72,998719.6702,26754185.72,User,CA,17345.36361,12,2013,103567,103567,103567,0
Colorado River Indian Tribes,699103.7691,26620414.79,998719.6702,26754185.72,User,"CA, AZ",275297.8585,12,2013,23835,23835,25026.75,-1191.75
Chemehuevi Indian Tribe,699103.7691,26486643.86,998719.6702,26754185.72,User,CA,31345.4648,12,2013,67608,67608,70988.4,-3380.4
Cocopah Indian Tribe,699103.7691,26352872.93,998719.6702,26754185.72,User,AZ,5051.562495,12,2013,55761,55761,60221.88,-4460.88
Quechan Indian Tribe,699103.7691,26219102.01,998719.6702,26754185.72,User,CA,45046.9459,12,2013,82760,82760,89380.8,-6620.8
Southern Nevada Water Authority,2001077.088,27049702.93,1905787.703,27117496.67,User,NV,4828668.247,1,2014,131717,1580604,1485767.76,94836.24
Central Arizona Water Conservation District,2001077.088,27185290.41,1905787.703,27117496.67,User,AZ,15189840.29,1,2014,42067,504804,494707.92,10096.08
Wellton Mohawk IDD,1424007.529,26674720.82,1017148.235,26151687.08,User,AZ,126708.0774,1,2014,196312,2355744,2591318.4,-235574.4
North Gila Valley IDD,1424007.529,26543962.39,1017148.235,26151687.08,User,AZ,7759.295221,1,2014,115342,1384104,1273375.68,110728.32
Yuma IDD,1424007.529,26413203.95,1017148.235,26151687.08,User,AZ,14273.50803,1,2014,116887,1402644,1444723.32,-42079.32
Yuma Mesa IDD,1424007.529,26282445.52,1017148.235,26151687.08,User,AZ,55357.02547,1,2014,102206,1226472,1275530.88,-49058.88
Unit B IDD,1424007.529,26151687.08,1017148.235,26151687.08,User,AZ,3389.838218,1,2014,122341,1468092,1350644.64,117447.36
Yuma County WUA,1424007.529,26020928.64,1017148.235,26151687.08,User,AZ,58031.52413,1,2014,27403,328836,322259.28,6576.72
Bullhead City,1424007.529,25890170.21,1017148.235,26151687.08,User,AZ,38491.85609,1,2014,32686,392232,376542.72,15689.28
Lake Havasu City,1424007.529,25759411.77,1017148.235,26151687.08,User,AZ,29714.58741,1,2014,107811,1293732,1254920.04,38811.96
City of Yuma,1424007.529,25628653.34,1017148.235,26151687.08,User,AZ,78673.66559,1,2014,162173,1946076,1868232.96,77843.04
Mohave IDD,1076498.022,26628191.41,936085.2364,26495712.85,User,AZ,32879.55456,1,2014,35850,430200,464616,-34416
Cibola Valley IDD,1076498.022,26495712.85,936085.2364,26495712.85,User,AZ,7146.580302,1,2014,107381,1288572,1391657.76,-103085.76
Fort Mojave Indian Tribe,1076498.022,26363234.29,936085.2364,26495712.85,User,"CA, AZ, NV",20975.1735,1,2014,98568,1182816,1076362.56,106453.44
Metropolitan Water District of Southern California,699103.7691,27289269.43,998719.6702,26754185.72,User,CA,3369831.864,1,2014,185295,2223540,2312481.6,-88941.6
