User,dx,dy,Diversionx,Diversiony,type,distState,distArea,Month,Year,Additional_Note,Diversion,ConsumptiveUse
Imperial Irrigation District,699103.7691,27155498.51,998719.6702,26754185.72,User,CA,965850.9077,11,2013,Pumped from Reservoir,159616,319232
Coachella Valley Water District,699103.7691,27021727.58,998719.6702,26754185.72,User,CA,643409.9208,11,2013,Pumped from Well,125588,251176
Palo Verde ID,699103.7691,26887956.65,998719.6702,26754185.72,User,CA,22715.52568,11,2013,Pumped from Reservoir,78766,157532
Bard Water District,699103.7691,26754185.72,998719.6702,26754185.72,User,CA,17345.36361,11,2013,Pumped from Well,158495,316990
Colorado River Indian Tribes,699103.7691,26620414.79,998719.6702,26754185.72,User,"CA, AZ",275297.8585,11,2013,Pumped from Reservoir,126737,253474
Chemehuevi Indian Tribe,699103.7691,26486643.86,998719.6702,26754185.72,User,CA,31345.4648,11,2013,Pumped from Well,165835,331670
Cocopah Indian Tribe,699103.7691,26352872.93,998719.6702,26754185.72,User,AZ,5051.562495,11,2013,Pumped from Reservoir,112418,224836
Quechan Indian Tribe,699103.7691,26219102.01,998719.6702,26754185.72,User,CA,45046.9459,11,2013,Pumped from Well,134329,268658
Southern Nevada Water Authority,2001077.088,27049702.93,1905787.703,27117496.67,User,NV,4828668.247,12,2013,Pumped from Reservoir,170306,170306
Central Arizona Water Conservation District,2001077.088,27185290.41,1905787.703,27117496.67,User,AZ,15189840.29,12,2013,Pumped from Well,174712,174712
Wellton Mohawk IDD,1424007.529,26674720.82,1017148.235,26151687.08,User,AZ,126708.0774,12,2013,Pumped from Reservoir,177444,177444
North Gila Valley IDD,1424007.529,26543962.39,1017148.235,26151687.08,User,AZ,7759.295221,12,2013,Pumped from Well,64151,64151
Yuma IDD,1424007.529,26413203.95,1017148.235,26151687.08,User,AZ,14273.50803,12,2013,Pumped from Reservoir,112287,112287
Yuma Mesa IDD,1424007.529,26282445.52,1017148.235,26151687.08,User,AZ,55357.02547,12,2013,Pumped from Well,159443,159443
Unit B IDD,1424007.529,26151687.08,1017148.235,26151687.08,User,AZ,3389.838218,12,2013,Pumped from Reservoir,197427,197427
Yuma County WUA,1424007.529,26020928.64,1017148.235,26151687.08,User,AZ,58031.52413,12,2013,Pumped from Well,102936,102936
Bullhead City,1424007.529,25890170.21,1017148.235,26151687.08,User,AZ,38491.85609,12,2013,Pumped from Reservoir,27953,27953
Lake Havasu City,1424007.529,25759411.77,1017148.235,26151687.08,User,AZ,29714.58741,12,2013,Pumped from Well,191845,191845
City of Yuma,1424007.529,25628653.34,1017148.235,26151687.08,User,AZ,78673.66559,12,2013,Pumped from Reservoir,18713,18713
Mohave IDD,1076498.022,26628191.41,936085.2364,26495712.85,User,AZ,32879.55456,12,2013,Pumped from Well,39524,39524
Cibola Valley IDD,1076498.022,26495712.85,936085.2364,26495712.85,User,AZ,7146.580302,12,2013,Pumped from Reservoir,40108,40108
Fort Mojave Indian Tribe,1076498.022,26363234.29,936085.2364,26495712.85,User,"CA, AZ, NV",20975.1735,12,2013,Pumped from Well,136130,136130
Met. Water District of So. Cal. ,699103.7691,27289269.43,998719.6702,26754185.72,User,CA,3369831.864,12,2013,Pumped from Reservoir,161661,161661
Imperial Irrigation District,699103.7691,27155498.51,998719.6702,26754185.72,User,CA,965850.9077,12,2013,Pumped from Well,17030,17030
Coachella Valley Water District,699103.7691,27021727.58,998719.6702,26754185.72,User,CA,643409.9208,12,2013,Pumped from Reservoir,199479,199479
Palo Verde ID,699103.7691,26887956.65,998719.6702,26754185.72,User,CA,22715.52568,12,2013,Pumped from Well,157018,157018
Bard Water District,699103.7691,26754185.72,998719.6702,26754185.72,User,CA,17345.36361,12,2013,Pumped from Reservoir,103567,103567
Colorado River Indian Tribes,699103.7691,26620414.79,998719.6702,26754185.72,User,"CA, AZ",275297.8585,12,2013,Pumped from Well,23835,23835
Chemehuevi Indian Tribe,699103.7691,26486643.86,998719.6702,26754185.72,User,CA,31345.4648,12,2013,Pumped from Reservoir,67608,67608
Cocopah Indian Tribe,699103.7691,26352872.93,998719.6702,26754185.72,User,AZ,5051.562495,12,2013,Pumped from Well,55761,55761
Quechan Indian Tribe,699103.7691,26219102.01,998719.6702,26754185.72,User,CA,45046.9459,12,2013,Pumped from Reservoir,82760,82760
Southern Nevada Water Authority,2001077.088,27049702.93,1905787.703,27117496.67,User,NV,4828668.247,1,2014,Pumped from Well,131717,1580604
Central Arizona Water Conservation District,2001077.088,27185290.41,1905787.703,27117496.67,User,AZ,15189840.29,1,2014,Pumped from Reservoir,42067,504804
Wellton Mohawk IDD,1424007.529,26674720.82,1017148.235,26151687.08,User,AZ,126708.0774,1,2014,Pumped from Well,196312,2355744
North Gila Valley IDD,1424007.529,26543962.39,1017148.235,26151687.08,User,AZ,7759.295221,1,2014,Pumped from Reservoir,115342,1384104
Yuma IDD,1424007.529,26413203.95,1017148.235,26151687.08,User,AZ,14273.50803,1,2014,Pumped from Well,116887,1402644
Yuma Mesa IDD,1424007.529,26282445.52,1017148.235,26151687.08,User,AZ,55357.02547,1,2014,Pumped from Reservoir,102206,1226472
Unit B IDD,1424007.529,26151687.08,1017148.235,26151687.08,User,AZ,3389.838218,1,2014,Pumped from Well,122341,1468092
Yuma County WUA,1424007.529,26020928.64,1017148.235,26151687.08,User,AZ,58031.52413,1,2014,Pumped from Reservoir,27403,328836
Bullhead City,1424007.529,25890170.21,1017148.235,26151687.08,User,AZ,38491.85609,1,2014,Pumped from Well,32686,392232
Lake Havasu City,1424007.529,25759411.77,1017148.235,26151687.08,User,AZ,29714.58741,1,2014,Pumped from Reservoir,107811,1293732
City of Yuma,1424007.529,25628653.34,1017148.235,26151687.08,User,AZ,78673.66559,1,2014,Pumped from Well,162173,1946076
Mohave IDD,1076498.022,26628191.41,936085.2364,26495712.85,User,AZ,32879.55456,1,2014,Pumped from Reservoir,35850,430200
Cibola Valley IDD,1076498.022,26495712.85,936085.2364,26495712.85,User,AZ,7146.580302,1,2014,Pumped from Well,107381,1288572
Fort Mojave Indian Tribe,1076498.022,26363234.29,936085.2364,26495712.85,User,"CA, AZ, NV",20975.1735,1,2014,Pumped from Reservoir,98568,1182816
Met. Water District of So. Cal. ,699103.7691,27289269.43,998719.6702,26754185.72,User,CA,3369831.864,1,2014,Pumped from Well,185295,2223540
Imperial Irrigation District,699103.7691,27155498.51,998719.6702,26754185.72,User,CA,965850.9077,1,2014,Pumped from Reservoir,77568,930816
Coachella Valley Water District,699103.7691,27021727.58,998719.6702,26754185.72,User,CA,643409.9208,1,2014,Pumped from Well,163095,1957140
Palo Verde ID,699103.7691,26887956.65,998719.6702,26754185.72,User,CA,22715.52568,1,2014,Pumped from Reservoir,159275,1911300
Bard Water District,699103.7691,26754185.72,998719.6702,26754185.72,User,CA,17345.36361,1,2014,Pumped from Well,174323,2091876
Colorado River Indian Tribes,699103.7691,26620414.79,998719.6702,26754185.72,User,"CA, AZ",275297.8585,1,2014,Pumped from Reservoir,199265,2391180
Chemehuevi Indian Tribe,699103.7691,26486643.86,998719.6702,26754185.72,User,CA,31345.4648,1,2014,Pumped from Well,136716,1640592
Cocopah Indian Tribe,699103.7691,26352872.93,998719.6702,26754185.72,User,AZ,5051.562495,1,2014,Pumped from Reservoir,154506,1854072
Quechan Indian Tribe,699103.7691,26219102.01,998719.6702,26754185.72,User,CA,45046.9459,1,2014,Pumped from Well,162772,1953264
Southern Nevada Water Authority,2001077.088,27049702.93,1905787.703,27117496.67,User,NV,4828668.247,2,2014,Pumped from Reservoir,44782,492602
Central Arizona Water Conservation District,2001077.088,27185290.41,1905787.703,27117496.67,User,AZ,15189840.29,2,2014,Pumped from Well,101396,1115356
Wellton Mohawk IDD,1424007.529,26674720.82,1017148.235,26151687.08,User,AZ,126708.0774,2,2014,Pumped from Reservoir,17493,192423
North Gila Valley IDD,1424007.529,26543962.39,1017148.235,26151687.08,User,AZ,7759.295221,2,2014,Pumped from Well,178262,1960882
Yuma IDD,1424007.529,26413203.95,1017148.235,26151687.08,User,AZ,14273.50803,2,2014,Pumped from Reservoir,86567,952237
Yuma Mesa IDD,1424007.529,26282445.52,1017148.235,26151687.08,User,AZ,55357.02547,2,2014,Pumped from Well,32656,359216
Unit B IDD,1424007.529,26151687.08,1017148.235,26151687.08,User,AZ,3389.838218,2,2014,Pumped from Reservoir,175731,1933041
Yuma County WUA,1424007.529,26020928.64,1017148.235,26151687.08,User,AZ,58031.52413,2,2014,Pumped from Well,54881,603691
Bullhead City,1424007.529,25890170.21,1017148.235,26151687.08,User,AZ,38491.85609,2,2014,Pumped from Reservoir,185983,2045813
Lake Havasu City,1424007.529,25759411.77,1017148.235,26151687.08,User,AZ,29714.58741,2,2014,Pumped from Well,20362,223982
City of Yuma,1424007.529,25628653.34,1017148.235,26151687.08,User,AZ,78673.66559,2,2014,Pumped from Reservoir,108039,1188429
Mohave IDD,1076498.022,26628191.41,936085.2364,26495712.85,User,AZ,32879.55456,2,2014,Pumped from Well,79455,874005
Cibola Valley IDD,1076498.022,26495712.85,936085.2364,26495712.85,User,AZ,7146.580302,2,2014,Pumped from Reservoir,85102,936122
Fort Mojave Indian Tribe,1076498.022,26363234.29,936085.2364,26495712.85,User,"CA, AZ, NV",20975.1735,2,2014,Pumped from Well,117938,1297318
Met. Water District of So. Cal. ,699103.7691,27289269.43,998719.6702,26754185.72,User,CA,3369831.864,2,2014,Pumped from Reservoir,95813,1053943
Imperial Irrigation District,699103.7691,27155498.51,998719.6702,26754185.72,User,CA,965850.9077,2,2014,Pumped from Well,147493,1622423
Coachella Valley Water District,699103.7691,27021727.58,998719.6702,26754185.72,User,CA,643409.9208,2,2014,Pumped from Reservoir,74417,818587
Palo Verde ID,699103.7691,26887956.65,998719.6702,26754185.72,User,CA,22715.52568,2,2014,Pumped from Well,147107,1618177
Bard Water District,699103.7691,26754185.72,998719.6702,26754185.72,User,CA,17345.36361,2,2014,Pumped from Reservoir,73433,807763
Colorado River Indian Tribes,699103.7691,26620414.79,998719.6702,26754185.72,User,"CA, AZ",275297.8585,2,2014,Pumped from Well,136362,1499982
Chemehuevi Indian Tribe,699103.7691,26486643.86,998719.6702,26754185.72,User,CA,31345.4648,2,2014,Pumped from Reservoir,70486,775346
Cocopah Indian Tribe,699103.7691,26352872.93,998719.6702,26754185.72,User,AZ,5051.562495,2,2014,Pumped from Well,80935,890285
Quechan Indian Tribe,699103.7691,26219102.01,998719.6702,26754185.72,User,CA,45046.9459,2,2014,Pumped from Reservoir,164646,1811106
Southern Nevada Water Authority,2001077.088,27049702.93,1905787.703,27117496.67,User,NV,4828668.247,3,2014,Pumped from Well,96220,962200
Central Arizona Water Conservation District,2001077.088,27185290.41,1905787.703,27117496.67,User,AZ,15189840.29,3,2014,Pumped from Reservoir,129900,1299000
Wellton Mohawk IDD,1424007.529,26674720.82,1017148.235,26151687.08,User,AZ,126708.0774,3,2014,Pumped from Well,13983,139830
North Gila Valley IDD,1424007.529,26543962.39,1017148.235,26151687.08,User,AZ,7759.295221,3,2014,Pumped from Reservoir,59800,598000
Yuma IDD,1424007.529,26413203.95,1017148.235,26151687.08,User,AZ,14273.50803,3,2014,Pumped from Well,17850,178500
Yuma Mesa IDD,1424007.529,26282445.52,1017148.235,26151687.08,User,AZ,55357.02547,3,2014,Pumped from Reservoir,166453,1664530
Unit B IDD,1424007.529,26151687.08,1017148.235,26151687.08,User,AZ,3389.838218,3,2014,Pumped from Well,113386,1133860
Yuma County WUA,1424007.529,26020928.64,1017148.235,26151687.08,User,AZ,58031.52413,3,2014,Pumped from Reservoir,165199,1651990
Bullhead City,1424007.529,25890170.21,1017148.235,26151687.08,User,AZ,38491.85609,3,2014,Pumped from Well,197761,1977610
Lake Havasu City,1424007.529,25759411.77,1017148.235,26151687.08,User,AZ,29714.58741,3,2014,Pumped from Reservoir,184994,1849940
City of Yuma,1424007.529,25628653.34,1017148.235,26151687.08,User,AZ,78673.66559,3,2014,Pumped from Well,102768,1027680
Mohave IDD,1076498.022,26628191.41,936085.2364,26495712.85,User,AZ,32879.55456,3,2014,Pumped from Reservoir,54863,548630
Cibola Valley IDD,1076498.022,26495712.85,936085.2364,26495712.85,User,AZ,7146.580302,3,2014,Pumped from Well,55398,553980
Fort Mojave Indian Tribe,1076498.022,26363234.29,936085.2364,26495712.85,User,"CA, AZ, NV",20975.1735,3,2014,Pumped from Reservoir,133615,1336150
Met. Water District of So. Cal. ,699103.7691,27289269.43,998719.6702,26754185.72,User,CA,3369831.864,3,2014,Pumped from Well,199348,1993480
Imperial Irrigation District,699103.7691,27155498.51,998719.6702,26754185.72,User,CA,965850.9077,3,2014,Pumped from Reservoir,56501,565010
Coachella Valley Water District,699103.7691,27021727.58,998719.6702,26754185.72,User,CA,643409.9208,3,2014,Pumped from Well,191680,1916800
Palo Verde ID,699103.7691,26887956.65,998719.6702,26754185.72,User,CA,22715.52568,3,2014,Pumped from Reservoir,196145,1961450
Bard Water District,699103.7691,26754185.72,998719.6702,26754185.72,User,CA,17345.36361,3,2014,Pumped from Well,142740,1427400
Colorado River Indian Tribes,699103.7691,26620414.79,998719.6702,26754185.72,User,"CA, AZ",275297.8585,3,2014,Pumped from Reservoir,93438,934380
Chemehuevi Indian Tribe,699103.7691,26486643.86,998719.6702,26754185.72,User,CA,31345.4648,3,2014,Pumped from Well,59173,591730
Cocopah Indian Tribe,699103.7691,26352872.93,998719.6702,26754185.72,User,AZ,5051.562495,3,2014,Pumped from Reservoir,73728,737280
Quechan Indian Tribe,699103.7691,26219102.01,998719.6702,26754185.72,User,CA,45046.9459,3,2014,Pumped from Well,137760,1377600
Southern Nevada Water Authority,2001077.088,27049702.93,1905787.703,27117496.67,User,NV,4828668.247,4,2014,Pumped from Reservoir,77239,695151
Central Arizona Water Conservation District,2001077.088,27185290.41,1905787.703,27117496.67,User,AZ,15189840.29,4,2014,Pumped from Well,83900,755100
Wellton Mohawk IDD,1424007.529,26674720.82,1017148.235,26151687.08,User,AZ,126708.0774,4,2014,Pumped from Reservoir,86794,781146
North Gila Valley IDD,1424007.529,26543962.39,1017148.235,26151687.08,User,AZ,7759.295221,4,2014,Pumped from Well,86998,782982
Yuma IDD,1424007.529,26413203.95,1017148.235,26151687.08,User,AZ,14273.50803,4,2014,Pumped from Reservoir,19280,173520
Yuma Mesa IDD,1424007.529,26282445.52,1017148.235,26151687.08,User,AZ,55357.02547,4,2014,Pumped from Well,95583,860247
Unit B IDD,1424007.529,26151687.08,1017148.235,26151687.08,User,AZ,3389.838218,4,2014,Pumped from Reservoir,63354,570186
Yuma County WUA,1424007.529,26020928.64,1017148.235,26151687.08,User,AZ,58031.52413,4,2014,Pumped from Well,117566,1058094
Bullhead City,1424007.529,25890170.21,1017148.235,26151687.08,User,AZ,38491.85609,4,2014,Pumped from Reservoir,82067,738603
Lake Havasu City,1424007.529,25759411.77,1017148.235,26151687.08,User,AZ,29714.58741,4,2014,Pumped from Well,59188,532692
City of Yuma,1424007.529,25628653.34,1017148.235,26151687.08,User,AZ,78673.66559,4,2014,Pumped from Reservoir,95510,859590
Mohave IDD,1076498.022,26628191.41,936085.2364,26495712.85,User,AZ,32879.55456,4,2014,Pumped from Well,171480,1543320
Cibola Valley IDD,1076498.022,26495712.85,936085.2364,26495712.85,User,AZ,7146.580302,4,2014,Pumped from Reservoir,51619,464571
Fort Mojave Indian Tribe,1076498.022,26363234.29,936085.2364,26495712.85,User,"CA, AZ, NV",20975.1735,4,2014,Pumped from Well,48757,438813
Met. Water District of So. Cal. ,699103.7691,27289269.43,998719.6702,26754185.72,User,CA,3369831.864,4,2014,Pumped from Reservoir,154514,1390626
Imperial Irrigation District,699103.7691,27155498.51,998719.6702,26754185.72,User,CA,965850.9077,4,2014,Pumped from Well,30959,278631
Coachella Valley Water District,699103.7691,27021727.58,998719.6702,26754185.72,User,CA,643409.9208,4,2014,Pumped from Reservoir,31296,281664
Palo Verde ID,699103.7691,26887956.65,998719.6702,26754185.72,User,CA,22715.52568,4,2014,Pumped from Well,88311,794799
Bard Water District,699103.7691,26754185.72,998719.6702,26754185.72,User,CA,17345.36361,4,2014,Pumped from Reservoir,73140,658260
Colorado River Indian Tribes,699103.7691,26620414.79,998719.6702,26754185.72,User,"CA, AZ",275297.8585,4,2014,Pumped from Well,77918,701262
Chemehuevi Indian Tribe,699103.7691,26486643.86,998719.6702,26754185.72,User,CA,31345.4648,4,2014,Pumped from Reservoir,118782,1069038
Cocopah Indian Tribe,699103.7691,26352872.93,998719.6702,26754185.72,User,AZ,5051.562495,4,2014,Pumped from Well,33461,301149
Quechan Indian Tribe,699103.7691,26219102.01,998719.6702,26754185.72,User,CA,45046.9459,4,2014,Pumped from Reservoir,142557,1283013
Southern Nevada Water Authority,2001077.088,27049702.93,1905787.703,27117496.67,User,NV,4828668.247,5,2014,Pumped from Well,26327,210616
Central Arizona Water Conservation District,2001077.088,27185290.41,1905787.703,27117496.67,User,AZ,15189840.29,5,2014,Pumped from Reservoir,128167,1025336
Wellton Mohawk IDD,1424007.529,26674720.82,1017148.235,26151687.08,User,AZ,126708.0774,5,2014,Pumped from Well,38136,305088
North Gila Valley IDD,1424007.529,26543962.39,1017148.235,26151687.08,User,AZ,7759.295221,5,2014,Pumped from Reservoir,102098,816784
Yuma IDD,1424007.529,26413203.95,1017148.235,26151687.08,User,AZ,14273.50803,5,2014,Pumped from Well,25318,202544
Yuma Mesa IDD,1424007.529,26282445.52,1017148.235,26151687.08,User,AZ,55357.02547,5,2014,Pumped from Reservoir,68447,547576
Unit B IDD,1424007.529,26151687.08,1017148.235,26151687.08,User,AZ,3389.838218,5,2014,Pumped from Well,74401,595208
Yuma County WUA,1424007.529,26020928.64,1017148.235,26151687.08,User,AZ,58031.52413,5,2014,Pumped from Reservoir,148141,1185128
Bullhead City,1424007.529,25890170.21,1017148.235,26151687.08,User,AZ,38491.85609,5,2014,Pumped from Well,74108,592864
Lake Havasu City,1424007.529,25759411.77,1017148.235,26151687.08,User,AZ,29714.58741,5,2014,Pumped from Reservoir,98534,788272
City of Yuma,1424007.529,25628653.34,1017148.235,26151687.08,User,AZ,78673.66559,5,2014,Pumped from Well,162497,1299976
Mohave IDD,1076498.022,26628191.41,936085.2364,26495712.85,User,AZ,32879.55456,5,2014,Pumped from Reservoir,104031,832248
Cibola Valley IDD,1076498.022,26495712.85,936085.2364,26495712.85,User,AZ,7146.580302,5,2014,Pumped from Well,184342,1474736
Fort Mojave Indian Tribe,1076498.022,26363234.29,936085.2364,26495712.85,User,"CA, AZ, NV",20975.1735,5,2014,Pumped from Reservoir,174934,1399472
Met. Water District of So. Cal. ,699103.7691,27289269.43,998719.6702,26754185.72,User,CA,3369831.864,5,2014,Pumped from Well,67729,541832
Imperial Irrigation District,699103.7691,27155498.51,998719.6702,26754185.72,User,CA,965850.9077,5,2014,Pumped from Reservoir,18991,151928
Coachella Valley Water District,699103.7691,27021727.58,998719.6702,26754185.72,User,CA,643409.9208,5,2014,Pumped from Well,186746,1493968
Palo Verde ID,699103.7691,26887956.65,998719.6702,26754185.72,User,CA,22715.52568,5,2014,Pumped from Reservoir,75316,602528
